Project Name,Commit URL,Message
cub,https://github.com/NVIDIA/cub/commit/bda267a18aad4d00d78be2b1283a1ca8ad5ec226,"""- Update makefile for stricter floating point accuracy on host code (to
properly measure correctness
- Update performance for global histogram

Former-commit-id: 058b049b79fdcb8e9034ce8281aa9ed427842cbc"""
cub,https://github.com/NVIDIA/cub/commit/aa2a1f59bf59b2797630847aed063afcc979aeb2,"""Fix bug in occupancy calculator
Updated sm350 tune for faster sorting-based histo

Former-commit-id: 2db2cd19103869a734eb89a9e2cbc9741c411aa8"""
cub,https://github.com/NVIDIA/cub/commit/295b682444f473353198c7476a206341dcc826a2,"""more specialization breakout

Former-commit-id: 0534acfbb21d17b2a5bd01c5fa62f22b73ea696d"""
cub,https://github.com/NVIDIA/cub/commit/091436adf11e53d264a258ace7ab8f83bed6ed78,"""update perf tests

Former-commit-id: bf93fa133b0ca217359f6b53f6beb50ba5d6de0e"""
cub,https://github.com/NVIDIA/cub/commit/ee6ddd984144d989e52640c07f7a96a19749787e,"""Fix bugs with PTX13 code running runnign on SM20+
Faster SM13 device scan

Former-commit-id: 235ed60aaa8610d49b384a4dead6bc0e16c3728e"""
cub,https://github.com/NVIDIA/cub/commit/9b1febff4a0a77bdfa6e78b0a24af4e20b15a532,"""Fix for SM2x perf regression on deviceReduce

Former-commit-id: 907e4ef0162945a7c5fd2fdf92f7252787796259"""
cub,https://github.com/NVIDIA/cub/commit/12d0e91d430b873bba6920ca7decdb1283184684,"""- Add thrust comparison for reduce-by-key
- Optimize reduce-by-key for when we have an identity value

Former-commit-id: 7472157e1f2cdfc4894d5512fcab3dc88cfcc81a"""
cub,https://github.com/NVIDIA/cub/commit/8f76aaba8a95dcc7d34250cdcb06f41b8044c4d9,"""Faster scan lookback.
Needs optimization for smem scan (ld/st 64)

Former-commit-id: 306ae271e4bc453e1e3d38bb7eac8825c312cab0"""
cub,https://github.com/NVIDIA/cub/commit/72eabbb8e4f5b1b68541d1af74c98613c3528d62,"""- Better SM1.x reduce by key performance and correctness
- Passing SM1.x reduce 
- Still intermittent scan failure on SM10



Former-commit-id: 67fb5d9446020cd8b2ec50b5fe7719cc7dbbb916"""
cub,https://github.com/NVIDIA/cub/commit/d758066d277c4e8b970db2eb64e01cf2da88d476,"""Reduce register pressure in block scan (fix perf regression in device
radix sort)

Former-commit-id: 634e3dfd8c73292f3e6333021a72aaacad021966"""
cub,https://github.com/NVIDIA/cub/commit/14b2396183e1a783ea6e678a2a289dc60257ca47,"""Fix introduced bug for SMx device types
Update perf spreadsheet


Former-commit-id: 1a60cc30c1a3a22087913d63f6f849f852f2556a"""
cub,https://github.com/NVIDIA/cub/commit/975b2f142f3999bde3c6586a6bbd4354fe61bb46,"""Updated perf spreadsheet
Updated sm10 configs

Former-commit-id: efad2c5a1a71609aab85ac50d8253c03dc5a11ea"""
cub,https://github.com/NVIDIA/cub/commit/d0d9d7e1bca654b4e6d47e62af040205c48375cb,"""- add faster block-wide raking reduce algorithm (commutative only)
- Update chart axis titltes

Former-commit-id: 4ca2eb6c55e29e61738bacbb62bc0d3849194d44"""
cub,https://github.com/NVIDIA/cub/commit/4513f2efb20d331b272b668fa400e01a4ebfa7e0,"""Remove copy during thread store (which was causing compiler optimizations to get in the way of warp-synchronous reduction when the data type needed rematerialing through lmem)


Former-commit-id: 9fad4f37dba83c486c496a33c84a3eace9b24a10"""
cub,https://github.com/NVIDIA/cub/commit/02f2554e82111fe12bcbed812ec2927f60435f44,"""- Tweaks to warpscans and warpscan-based blockscan: add efficient
specialized PTX support for a few types (fp32, fp64, s64), remove code
that triggers (albeit safely) a WAW-identical smem write warning from
cuda-memcheck --tool racecheck

Former-commit-id: 5e7504db8b1d2e9f415aedaeca510a2f09ac1bbd"""
cub,https://github.com/NVIDIA/cub/commit/406f195a291c3e89ce5cca8727c0314abafebd39,"""- Add select-if and select-unique perf data
- Rewrite select-unique and select-if block sweep

Former-commit-id: c4fc7ebc08b568858c657a03c69218efe39abc94"""
cub,https://github.com/NVIDIA/cub/commit/229b06499e90e391b1b4d654c5a5e7134da96a4b,"""Update caching allocator test to include performance comparison

Former-commit-id: 7d471c9a654a2c1bcbe3e75dfbe8bbda1fa284c2"""
cub,https://github.com/NVIDIA/cub/commit/7ed80d83c3b5af3234f499432dacb9590e854292,"""Update perf test

Former-commit-id: 24b46a5589447189bff3d4836b50d6cbc7c6d425"""
cub,https://github.com/NVIDIA/cub/commit/109e0f7e565ed50f0a5a91133329a35cddf91db6,"""- Remove smem-mode optimizations because they can cause uintentional/
undesirable device-wide synchronization

Former-commit-id: 9a146453913b3e852991c2eecce31f67600ce0ed"""
cub,https://github.com/NVIDIA/cub/commit/1dd59cc6d355ab9b5322e58f0bdb5e4e65b986c9,"""Working device histo (improves 8b sample performance by computing 256
bin privatized histograms in the sweep phase and then resolving custom
bins in the aggregation phase)

Former-commit-id: 4f7fe618a5a3bebc4396bf6865c0877a889a1650"""
cub,https://github.com/NVIDIA/cub/commit/1499f2a3b65eef728fd4c3e11a27e0da3118161b,"""Working histo with performance tuning improvements

Former-commit-id: fcf989d244a29b90b6ceb5f1c7d79810bff769f5"""
cub,https://github.com/NVIDIA/cub/commit/0a39f3792b508a3762c9a727ac0a549fb92d0093,"""Faster block radix sort on uint64 keys
More spmv work

Former-commit-id: fc81ab13051ad706f69203d5b71ed17614ae56e4"""
cub,https://github.com/NVIDIA/cub/commit/87d1cc58e225f163e2abdbb48b090022f7b1eca5,"""Fix single-pass hang from CUDA 7.5 compiler loop optimization


Former-commit-id: 71865b6ae9c5a2a6ca5be5bedeae63231c549f56"""
cub,https://github.com/NVIDIA/cub/commit/6d4d86483807b58e275994f3c8684059f9ff31d3,"""scan perf updates


Former-commit-id: 5951fcd8cfdb3f6d879c2b680872f0aebc8437d8"""
cub,https://github.com/NVIDIA/cub/commit/37d51058b079c3612a8e7c9112f73e57d3f080ef,"""fix perf regression


Former-commit-id: 089ffee543e38a8d4219a53a7d88b050ea11089c"""
cub,https://github.com/NVIDIA/cub/commit/f80941b11008b3c5198a4a28905bab4300f2a484,"""Refactor guarded block-loads/stores to prevent excessive RF spillage
when subsequent loads/stores are made

Former-commit-id: 6a052741af71c4ba2cb2ba9a9d488627bb802feb"""
cub,https://github.com/NVIDIA/cub/commit/8e8fab0a10b5c5a5fcb95b732a8c613ce2ba598d,"""GP100 perf tune update


Former-commit-id: 4598ea5a8510afd86b1c5eeaba856e68521057f0"""
cub,https://github.com/NVIDIA/cub/commit/09b751fce51a90cf134f5273849379bf8e4d3d9f,"""Updates for quicker=1 compilation"""
cub,https://github.com/NVIDIA/cub/commit/9a4bde2bf5c8161706e26994ae55b52b99107b97,"""Add heuristics to reduce regpressure during key-value sorting"""
cub,https://github.com/NVIDIA/cub/commit/c794bb86734854f1e162c39ea9fa8f797a48dc22,"""Change initialization style from copy initialization to direct initialization
(which is more permissive) in `AgentReduce` to allow a wider range of types to
be used with it."""
cub,https://github.com/NVIDIA/cub/commit/11755ca32b58f48143549d02f7dc5562c6352ccc,"""Cache calls to `cudaFuncGetAttributes` and `cudaDeviceGetAttribute` within
`cub::PtxVersion` and `cub::SmVersion`. These CUDA APIs acquire locks to CUDA
driver/runtime mutex and perform poorly under contention.

Caching is only done in C++11 as we need a guarantee of thread-safe
initialization of statics. Caching is multi-device aware; a
`cub::SwitchDevice` RAII class and `cub::CurrentDevice` function have been
added to facilitate this.

Bug 2824145
Bug 2808654

Reviewed-by: Michał 'Griwes' Dominiak <griwes@griwes.info>"""
cub,https://github.com/NVIDIA/cub/commit/bac2060e991582063775d34eaeb40822810e4349,"""Lazily initialize the per-device attribute caches, because CUDA context
creation is expensive and adds up with large CUDA binaries on machines with
many GPUs. This was making PyTorch slow and consuming lots of memory.

To implement this, I added an atomic status flag to each entry in the cache.
Each entry is in one of three states, empty, initializing, and ready.
Progression between states happens linearly.

Also:
- Add `cub::DeviceCount` and `cub::DeviceCountUncached`, caching
  abstractions for `cudaGetDeviceCount`.
- Make `cub::SwitchDevice` avoid setting/resetting the device if the current
  device is the same as the target device.

Bug 2884640

Reviewed-by: Michał 'Griwes' Dominiak <griwes@griwes.info>"""
cub,https://github.com/NVIDIA/cub/commit/8e34faa226a74e084897450c62e33377c045004f,"""Fix bug introduced by warning patch.

Reverting the change in signedness of the `lane_id` variable fixes a
bug in optimized device code.

tl;dr:

It looks like the change in signedness of the `lane_id` introduced
a bug in a ReduceStep implementation, in which the expression

```
int offset = ...;
int last_lane = ...;
if (offset + lane_id <= last_lane) { /*... */ }
```

broke, because:

- `operator+(int, int)` returns `int`
- `operator+(int, uint32_t)` return `uint32_t`
- `last_lane` may be negative

My initial assumption that `last_lane` and `offset` would always
be positive was not correct.

In instances where `last_lane` is negative (which does happen
in the thrust.test.reduce TestReduceWithIndirectionDevice test),
this expression will always evaluate false, since an unsigned
value can't be <= a negative number.

So leave the ids as signed, since that seems necessary for this usecase."""
cub,https://github.com/NVIDIA/cub/commit/2442f44532ffcc53298c7e3a298feb5134563860,"""Three more replacements of assignment by placement new"""
cub,https://github.com/NVIDIA/cub/commit/9ff77e37c2f961fe9906866e1387b422ac87e7d9,"""Faster Least Significant Digit Radix Sort Implementation"""
cub,https://github.com/NVIDIA/cub/commit/ffd1601dc5771f5bf3ad1e315f34e1a52e868ba7,"""Fix radix sort perf regression.

The new tuning parameters for radix sort are causing a performance
regression (2MiB input, 16-bit keys, GV100, 21.62 -> 16.01 GiB/sec).
See referenced NVBug for details.

Bug 200676467"""
cub,https://github.com/NVIDIA/cub/commit/bc209e69313dbf05492835afd56fe8408c113a3e,"""Remove some problematic inline annotations.

These functions started producing invalid results in CUDA 11 under
certain circumstances (see issue NVIDIA/thrust#1371), and removing
these hints fixes the issue.

NVIDIA/cub#260 reported that other functions in this file were also
causing the same issue.

These methods are not perf critical -- they don't need to be inlined."""
cub,https://github.com/NVIDIA/cub/commit/f61bc4631b2f15bc7564416fd41c0c69952a5524,"""Replace deprecated `cudaThreadSynchronize()` calls."""
cub,https://github.com/NVIDIA/cub/commit/f2f707f113dd3b287be875613e14f6d75c5469a2,"""Use CUB iterators instead of Thrust iterators in tests."""
cub,https://github.com/NVIDIA/cub/commit/2e459727e7e798427e356daa0a8baa8e50bb0e50,"""Document RadixSort twiddling and its impact on bit-range truncation.

For both Device and Block algorithms. Note that these do not handle
twiddling during descending sort in the same way."""
cub,https://github.com/NVIDIA/cub/commit/9acf82a968e76c3342ff230ff65dc348c9f45694,"""Update deprecation mechanism (opt-out, cmake, c++14).

Opt-out for our internal builds, since we'll still need to maintain and
test any deprecated APIs."""
cub,https://github.com/NVIDIA/cub/commit/85a67983c396b8ce25818f6006da5f7ce096aaef,"""Make cub::DeviceSpmv robust against empty inputs."""
cub,https://github.com/NVIDIA/cub/commit/10ebcdda56595859835a635b6e2311c0899aa3b8,"""Prevent min/max macro substitution on MSVC."""
cub,https://github.com/NVIDIA/cub/commit/114fc65dbd64682ccf86875b34925c418c4c0ab7,"""Adds BlockRunLengthDecode algorithm and tests"""
cub,https://github.com/NVIDIA/cub/commit/672769895ee706671d212f45958de41c98463f36,"""Dropping algorithm specialisation template parameter"""
cub,https://github.com/NVIDIA/cub/commit/e6a73a13125fefc0aff02fdbc5cd53128779d84f,"""add interface to provide run offsets and binary search optimization"""
cub,https://github.com/NVIDIA/cub/commit/190dddf5e873c27722c6e5e785b4deb107b11a4b,"""reduced test complexity"""
cub,https://github.com/NVIDIA/cub/commit/3cda69e6ffdde13256da02e2a8aa3dd0a2f35f29,"""Speedup compilation time of segmented sort test"""
cub,https://github.com/NVIDIA/cub/commit/8a70d82b4c7ba940df5413c3c62bfa9610fca660,"""Speedup build time of block radix sort test"""
cub,https://github.com/NVIDIA/cub/commit/da950dc656fb28ca638713b28aa65c2449823025,"""Optimize compilation time for the common case"""
cub,https://github.com/NVIDIA/cub/commit/c770b8b12a8995473de9fff139a0c264fee31bef,"""Tell gcc this sizeof division is intended ( -Wsizeof-array-div )"""
cub,https://github.com/NVIDIA/cub/commit/10854c6eed3855e04d580238a386cce24444e174,"""Fix spurious uninitialized variable warning on gcc11.

Replace the type-punning with a UB-safe bit conversion. The
compiler will optimize the memcpy out and just convert the bits."""
cub,https://github.com/NVIDIA/cub/commit/235e2d9136488865acac0105b6f3cd7e34a4a3c3,"""Compute ranks only when sorting values."""
cub,https://github.com/NVIDIA/cub/commit/58ba232d8a2cc108f12f1a18c7d3e73efb45f242,"""Normalize flags in device select"""
cub,https://github.com/NVIDIA/cub/commit/fe9a3efbd1063be679833986e516c53cb0661a1c,"""Alternative approach to 64-bit indexing in adj diff"""
cub,https://github.com/NVIDIA/cub/commit/101a809a1f518bd1156bfc8b6e3e05c0d8f9560d,"""Wrap `AgentScanByKey::TempStorage` in `cub::Uninitialized`.

This fixes invalid memory accesses in two Thrust examples
(`scan_by_key` and `summed_area_table`) on optimized nvc++ builds."""
cub,https://github.com/NVIDIA/cub/commit/6751982445f4b6e8f101bf2fb01358dcd4efe7a2,"""In-place guarantees for scan algorithms"""
cub,https://github.com/NVIDIA/cub/commit/fd10729453ac4ddf4eee0a626e8f3dd6df04cadc,"""Document in-place guarantees for reduce"""
cub,https://github.com/NVIDIA/cub/commit/91963c8ad87ed28311c924850f2bfe7cb835e668,"""Forbid redux for nvc++"""
cub,https://github.com/NVIDIA/cub/commit/bf955edfb09cca34cd77e11151db7c0f2f8fae8e,"""P2322R6 accumulator types for scan by key"""
cub,https://github.com/NVIDIA/cub/commit/43a037634912db57af0f0d50e518029b73293e69,"""Refactor reduce by key"""
cub,https://github.com/NVIDIA/cub/commit/14a6cbefc142d4cbf43075ea56610e275f596055,"""P2322R6 accumulator types for reduce by key"""
cub,https://github.com/NVIDIA/cub/commit/3dbde5b5e31819e56dadc0a2ee895f1995eb2127,"""Address code-gen regression in case of placement new"""
cub,https://github.com/NVIDIA/cub/commit/2d578093bc2e0be5fdfd17b0c9027235dc4f0441,"""Sorting policy for H100."""
cub,https://github.com/NVIDIA/cub/commit/8b9f0b0b826c7a2bbcf8a712ffa23402c39b25bd,"""Support reduction for more than 2^31 items"""
cub,https://github.com/NVIDIA/cub/commit/a56aed9d0beec0d457772b451efae4fd35386a2a,"""WAR hanging for reduction with complex operator"""
cub,https://github.com/NVIDIA/cub/commit/01a238844e89164a3991a0a78a381b6934dcb97b,"""Use lowest instead of min for generator"""
cub,https://github.com/NVIDIA/cub/commit/250fd5c7041d237a45f94f17a409447e4a43f380,"""Optimize decoupled look-back"""
cub,https://github.com/NVIDIA/cub/commit/90269fdcdd1ced6b747b6bdaa5e79c2a88d58293,"""Simplify reduce_exists helper"""
cub,https://github.com/NVIDIA/cub/commit/658bab8502be182043077e447f4a1405913a451d,"""Test reduction with bf16 and fp16"""
cub,https://github.com/NVIDIA/cub/commit/350022a2565ae9392e0df68e85e0e587aaaddbd9,"""Reduce RAM usage by radix sort tests"""
cub,https://github.com/NVIDIA/cub/commit/835d0556f26d3877761e94f4895778d0a0fab54b,"""Optimize merge sort"""
